et%1:06:00:: , correct is target%1:09:00::
correct wsd for target.n.bnc.1447 target%1:10:00::
correct 6 | total 102
incorrect wsd for country.n.Sports.2041 | found state%1:14:00:: , correct is country%1:14:00::
incorrect wsd for country.n.bnc.17024 | found area%1:15:01:: , correct is country%1:15:00::
incorrect wsd for country.n.Finance.34123 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2081 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.bnc.17278 | found nation%1:14:01:: , correct is country%1:15:01::
incorrect wsd for country.n.Finance.34188 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2103 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.bnc.18211 | found country-style%5:00:00:rural:00 , correct is country%1:14:00::
incorrect wsd for country.n.Finance.34231 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2155 | found state%1:14:00:: , correct is country%1:14:01::
incorrect wsd for country.n.bnc.18648 | found nation%1:14:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.34272 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2171 | found area%1:15:01:: , correct is country%1:15:00::
incorrect wsd for country.n.bnc.18788 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.34602 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2191 | found nation%1:14:01:: , correct is country%1:14:00::
incorrect wsd for country.n.bnc.19838 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.34681 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2237 | found area%1:15:01:: , correct is country%1:15:00::
incorrect wsd for country.n.bnc.19932 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.34817 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2280 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.bnc.20123 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.35141 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2296 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.bnc.20242 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.35283 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2318 | found nation%1:14:01:: , correct is country%1:15:00::
incorrect wsd for country.n.bnc.20625 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.35527 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2424 | found area%1:15:01:: , correct is country%1:15:00::
incorrect wsd for country.n.bnc.20666 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.35833 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2486 | found nation%1:14:01:: , correct is unlisted-sense
incorrect wsd for country.n.bnc.20834 | found state%1:14:00:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.36526 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2506 | found not found , correct is country%1:14:00::
incorrect wsd for country.n.bnc.20966 | found area%1:15:01:: , correct is country%1:14:00::
incorrect wsd for country.n.Finance.37456 | found not found , correct is country%1:14:00::
linkup key country.n.Sports.2511 not found in gold standard clean dataset
incorrect wsd for country.n.bnc.21089 | found state%1:14:00:: , correct is country%1:15:00::
incorrect wsd for country.n.Finance.37938 | found state%1:14:00:: , correct is country%1:14:00::
incorrect wsd for country.n.Sports.2520 | found state%1:14:00:: , correct is country%1:14:00::
incorrect wsd for reserve.n.bnc.4 | found reserve%2:40:03:: , correct is reserve%1:14:00::
incorrect wsd for reserve.n.Finance.149 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.4 | found reserve%2:41:00:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.5 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.155 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.28 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.38 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.202 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.30 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.55 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.Finance.786 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.31 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.66 | found reserve%2:40:03:: , correct is reserve%1:15:00::
linkup key reserve.n.Finance.1492 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.35 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.69 | found reserve%2:40:03:: , correct is reserve%1:07:01::
linkup key reserve.n.Finance.1598 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.36 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.76 | found reserve%2:41:00:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.Finance.2258 | found not found , correct is reserve%1:21:00::
linkup key reserve.n.Sports.51 not found in gold standard clean dataset
incorrect wsd for reserve.n.bnc.83 | found reserve%2:40:03:: , correct is reserve%1:07:00::
incorrect wsd for reserve.n.Finance.2262 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.52 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.91 | found military_reserve%1:14:00:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.2308 | found not found , correct is reserve%1:23:00::
incorrect wsd for reserve.n.Sports.53 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.92 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.2337 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.54 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.98 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.3405 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.56 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.Finance.3553 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.61 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.130 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.3704 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.63 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.141 | found reserve%5:00:00:unnecessary:00 , correct is reserve%1:15:00::
linkup key reserve.n.Finance.4205 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.74 | found military_reserve%1:14:00:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.bnc.143 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.4381 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.76 | found substitute%1:18:01:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.146 | found reserve%5:00:00:unnecessary:00 , correct is reserve%1:07:00::
incorrect wsd for reserve.n.Finance.4387 | found reserve%1:23:00:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.88 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.147 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.4550 | found allow%2:31:01:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.96 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.151 | found allow%2:31:01:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.4768 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.103 | found substitute%1:18:01:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.152 | found reserve%1:23:00:: , correct is unlisted-sense
incorrect wsd for reserve.n.Finance.4867 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.104 | found not found , correct is reserve%1:18:00::
linkup key reserve.n.bnc.154 not found in gold standard clean dataset
incorrect wsd for reserve.n.Finance.5098 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.114 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.157 | found reserve%2:32:00:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.5171 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.125 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.bnc.163 | found reserve%2:40:03:: , correct is reserve%1:15:00::
linkup key reserve.n.Finance.5303 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.135 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.181 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.5365 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.142 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.187 | found reserve%2:41:00:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.5488 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.146 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.bnc.201 | found reserve%2:40:03:: , correct is reserve%1:07:00::
linkup key reserve.n.Finance.5490 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.153 | found substitute%1:18:01:: , correct is reserve%1:07:01::
incorrect wsd for reserve.n.bnc.204 | found military_reserve%1:14:00:: , correct is reserve%1:21:00::
linkup key reserve.n.Finance.5594 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.163 | found substitute%1:18:01:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.210 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.5912 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.164 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.213 | found military_reserve%1:14:00:: , correct is reserve%1:15:00::
linkup key reserve.n.Finance.5951 not found in gold standard clean dataset
incorrect wsd for reserve.n.Sports.168 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.220 | found reserve%5:00:00:unnecessary:00 , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.5958 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.173 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.225 | found military_reserve%1:14:00:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.5968 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.178 | found not found , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.241 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.6154 | found not found , correct is reserve%1:21:00::
linkup key reserve.n.Sports.183 not found in gold standard clean dataset
incorrect wsd for reserve.n.bnc.242 | found reserve%2:40:03:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.6320 | found reserve%2:40:03:: , correct is reserve%1:07:00::
incorrect wsd for reserve.n.Sports.188 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.243 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Finance.6367 | found reserve%2:40:03:: , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.194 | found reserve%2:40:03:: , correct is reserve%1:18:00::
incorrect wsd for reserve.n.bnc.246 | found reserve%1:07:00:: , correct is reserve%1:15:00::
incorrect wsd for reserve.n.Finance.6386 | found not found , correct is reserve%1:21:00::
incorrect wsd for reserve.n.Sports.195 | found not found , correct is reserve%1:18:00::
